Company Name,Domain,Industry,Location,Headcount,Linkedin,Description,Company Type,Keywords,Technologies,Tags
IRBM,irbm.com,Biotechnology Research,"Pomezia, Italy",201-500,https://www.linkedin.com/company/irbm-science-park-s-p-a-,"IRBM is a biopharmaceutical company that specializes in research and development, drug discovery, and clinical trials.",privately held,"biopharmaceutical, research and development, drug discovery, clinical trials, pharmaceutical industry","Google Tag Manager, Nginx, Php, Mysql, Google Font Api, Wordpress, Apache, Trackjs, Youtube, Yoast Seo, Jquery Ui, Wp Rocket, Google Analytics, Animate.Css, Jquery Migrate, Jquery",""
AZoLifeSciences,azolifesciences.com,Biotechnology Research,"Manchester, United Kingdom",51-200,https://www.linkedin.com/company/azolifesciences,"AZoLifeSciences brings you the latest life sciences news, articles and research from around the world, written and reviewed by qualified life science experts.",,,"Google Analytics, Iis, Microsoft Asp.Net, Windows Server, Jquery Ui, Google Tag Manager, Jquery, Cloudflare, Modernizr",""
National Institute of Pathology Victor Babeş – Bucharest,ivb.ro,Biotechnology Research,"Sector 5, Romania",51-200,https://www.linkedin.com/company/victor-babes-national-institute-of-pathology,"National Institute of Pathology Victor Babeş – Bucharest is a medical research facility that specializes in cellular and molecular biology, high resolution microscopy, and providing an animal facility for research purposes.",educational,"medical research, pathology, cellular biology, molecular biology, microscopy, animal facility","Underscore.Js, Yoast Seo, Jquery Ui, Font Awesome, Elementor, Google Font Api, Material Design Lite, Swiper Slider, Recaptcha, Swfobject, Nextgen Gallery, Revslider, Mysql, Centos, Prettyphoto, Jquery Migrate, Modernizr, Jquery, Wordpress, Php, Twitter Emoji (Twemoji), Apache",""
ICC Brazil,iccbrazil.com,Biotechnology Research,"São Paulo, Brazil",201-500,https://www.linkedin.com/company/iccanimalnutrition,ICC Brazil is a company in the animal nutrition industry that offers natural feed additives.,privately held,"agriculture, animal nutrition, feed additives, natural solutions","Bootstrap, Hotjar, Php, Jquery, Wordpress, Jquery Migrate, Twitter Emoji (Twemoji), Yoast Seo, Google Font Api, Font Awesome, Apache, Ubuntu, Facebook, Mysql, Rd Station, Addtoany, Google Tag Manager, Cloudflare, Tally, Google Analytics, Http/3",""
Canopy Biosciences,canopybiosciences.com,Biotechnology Research,"St. Louis, Missouri, United States",51-200,https://www.linkedin.com/company/canopy-biosciences,Canopy Biosciences is a biotechnology company that specializes in genomics and biomedical research.,privately held,"biotechnology, life sciences, research and development, genomics, biomedical research","Wp Engine, Google Font Api, Gsap, Jquery, Smart Slider 3, Aitrillion, Linkedin Ads, Lucky Orange, Yoast Seo, Mysql, Google Tag Manager, Nginx, Recaptcha, Php, Google Analytics, Hotjar, Wordpress, Fancybox, Hubspot, Jquery Migrate, Matomo, Jquery Ui, Woocommerce",""
ZEO ScientifiX,zeoscientifix.com,Biotechnology Research,"8, 2024 2025 Dates TBA Center, 33314, Davie, Florida, United States",51-200,https://www.linkedin.com/company/zeoscientifix,,public company,,"Python, Postgresql, Odoo, Less, Google Tag Manager, Google Analytics",""
Generex Biotechnology (Canada),generex.com,Biotechnology Research,"Miramar, Florida, United States",51-200,https://www.linkedin.com/company/generex-biotechnology-corporation,"We are committed to delivering computer service, support and repair solutions for all of your digital needs. Choose from our onsite, online, or telephone support services. Desktop, Laptop, Smartphone, Tablet or Netbook Service or Repairs Onsite Computer",public company,,"Jquery Mobile, Font Awesome, Recaptcha, Mediaelement.Js, Php, Jquery, Jquery Ui, Google Font Api, Nginx, Underscore.Js, Backbone.Js, Apache, Mysql, Jquery Migrate, Siteground, Wordpress, Google Analytics",""
New Well,newwell.com.tr,Cosmetics,"Istanbul, Türkiye",201-500,https://www.linkedin.com/company/new-well-professional-makeup,New Well Professional Makeup is a beauty brand that offers quality makeup products at reasonable prices.,self employed,"beauty industry, makeup products, cosmetics, affordable luxury","Google Tag Manager, Jquery, Jquery Ui, Facebook, Criteo, Google Analytics, Php, Jquery Migrate, Hammer.Js, Litespeed",""
PAYOT BRASIL,lojapayot.com.br,Cosmetics,"São Paulo, Brazil",201-500,https://www.linkedin.com/company/payot-brasil,,privately held,,"Font Awesome, Bootstrap, Google Analytics Enhanced Ecommerce, Matomo, Hotjar, Jquery, Swfobject, Slick, Prettyphoto, Jquery Ui, Underscore.Js, Google Tag Manager, Facebook, Vtex, Google Analytics, Nginx",""
Institut Karité Paris,ikparis.com,Cosmetics,"Paris, France",51-200,https://www.linkedin.com/company/institut-karit-paris,Institut Karité Paris is a cosmetics brand that offers a very exclusive and unique cosmetic line based on Shea Butter.,privately held,"cosmetics, skincare, beauty, shea butter, french cosmetics","Jquery Ui, Php, Sweetalert, Mysql, Prestashop, Recaptcha, Ionicons, Fancybox, Jquery, Google Analytics Enhanced Ecommerce, Owl Carousel, Google Font Api, Videojs, Google Analytics, Facebook, Twitter, Visual Website Optimizer, Font Awesome",""
Innaso4inska – Depositphotos,jelu-werk.com,Biotechnology Research,"Rosenberg, Germany",51-200,https://www.linkedin.com/company/jelu-werk-josef-ehrler-gmbh-%26-co-kg,"We deliver powdered cellulose and cellulose, wheat fibres, oat fibres and bamboo fibres for food. In addition, we offer lignocellulose and WPC granulate.",public company,,"Wordpress, Mysql, Jquery Migrate, Matomo, Php, Google Tag Manager, Google Analytics, Jquery, Woocommerce, Yoast Seo, Http/3, Recaptcha",""
PerkinElmer,perkinelmer.co.kr,Biotechnology Research,"Shelton, Connecticut, United States",5001-10000,https://www.linkedin.com/company/perkinelmer,,privately held,,"Google Analytics, Visual Website Optimizer, Facebook, Jquery, Mod Dav, Mod Jk, Mod Ssl, Openssl, Google Tag Manager, Unix, Apache, Apache Tomcat, Bootstrap, Crazy Egg",""
BioMérieux,biomerieux.pt,Biotechnology Research,France,10001+,https://www.linkedin.com/company/biomerieux,,public company,,"Jquery Ui, Google Analytics, Jquery, Pardot, Modernizr, Ruxit, Drupal, Php, Gutenberg, Sharethis",""
Strata Oncology,strataoncology.com,Biotechnology Research,"Ann Arbor, Michigan, United States",51-200,https://www.linkedin.com/company/strata-oncology,Strata Oncology is a precision medicine company that specializes in genomic profiling for cancer treatment.,privately held,"oncology, cancer treatment, precision medicine, genomic profiling, medical testing","Modernizr, Swiper Slider, Jquery, Squarespace, Typekit, Yui, Cloudflare, Hubspot, Nginx, Apache, Google Font Api, Sentry, Webpack, Wp Rocket, Yoast Seo, Wordpress, Mysql, Php, Svetlejs, Site Kit, Google Tag Manager, Google Analytics",""
UroGen Pharma,urogen.com,Biotechnology Research,"Princeton, New Jersey, United States",51-200,https://www.linkedin.com/company/urogenpharma,UroGen Pharma is a pharmaceutical company that focuses on developing innovative therapeutics in the field of urology and oncology.,public company,"pharmaceuticals, biotechnology, healthcare, medical, therapeutics","Google Tag Manager, Google Analytics, React, Netlify, Webpack, Facebook, Gatsby, Google Font Api, Animate.Css, Mysql, Php, Bootstrap, Modernizr, Wordpress, Font Awesome, Apache, Yoast Seo, Jquery",""
Gossamer Bio,gossamerbio.com,Biotechnology Research,"San Diego, California, United States",51-200,https://www.linkedin.com/company/gossamer-bio,Gossamer Bio is a biopharmaceutical company that focuses on drug development in the field of biotechnology and life sciences.,public company,"biopharmaceuticals, life sciences, drug development, biotechnology, therapeutics","Google Tag Manager, Twitter Emoji (Twemoji), Font Awesome, Google Font Api, Jquery Migrate, Wordpress, Mysql, Yoast Seo, Jquery, Php, Google Analytics, Modernizr, Cloudflare, Nginx",""
Limakas,limakas.com,Cosmetics,"Berchem, Belgium",51-200,https://www.linkedin.com/company/limakas,Lima Kas is a Beauty Academy that offers semi permanent makeup treatments and high-level training.,privately held,"beauty academy, semi permanent makeup, training, beauty treatments","Aos, Codeigniter, Cloudflare, Expressionengine, Slick, Verisign, Google Font Api, Tally, Sumo, Apache, Fancybox, Debian, Bootstrap, Blogger, Font Awesome, Mysql, Php, Jquery, Wordpress, Addthis, Mailchimp, Swiper Slider, Python, Varnish",""
Biomerieux SA,biomerieux.com.mx,Biotechnology Research,France,10001+,https://www.linkedin.com/company/biomerieux,,public company,,"Apache, Varnish, Drupal, Php, Modernizr, Google Analytics, Jquery Ui, Jquery, Pardot, Sharethis, Google Tag Manager, Gutenberg",""
SCHOTT MINIFAB,schott-minifab.com,Biotechnology Research,"Melbourne, Australia",201-500,https://www.linkedin.com/company/minifab,"Our company parners with clients to develop and manufacture microfluidic devices for lab on chip, diagnostic and lifescience applications.",privately held,,"Siteground, Dojo, Nginx, Google Analytics, Adroll, Google Font Api, Php, Jquery, Facebook, Joomla, Jquery Migrate",""
Dolomite Bio,dolomite-bio.com,Biotechnology Research,"Royston, United Kingdom",51-200,https://www.linkedin.com/company/dolomite-bio,Dolomite Bio is a biotechnology company that offers innovative products for high throughput single cell research by encapsulating single cells in microfluidic droplets.,privately held,"biotechnology, life sciences, single cell research, microfluidics, high throughput analysis","Yoast Seo, Facebook, Google Analytics, Google Analytics Enhanced Ecommerce, Google Font Api, Google Tag Manager, Php, W3 Total Cache, Woocommerce, Jquery, Wordpress, Mysql, Jquery Migrate, Font Awesome, Hotjar, Lodash, Apache, Act On, Select2, Nginx, Pardot, Jquery Ui",""
Cellarity,cellarity.com,Biotechnology Research,"Somerville, Massachusetts, United States",51-200,https://www.linkedin.com/company/cellarity,Cellarity is a biotechnology company that specializes in drug discovery using cellular biology.,privately held,"biotechnology, life sciences, pharmaceuticals, drug discovery, cellular biology","Wp Engine, Sucuri, Google Tag Manager, Mysql, Cloudflare, Wordpress, Php, Google Font Api, Modernizr, Polyfill, Nginx, Http/3, Easy Pie Chart, Forte, Yoast Seo, Google Analytics, Fullpage.Js, Jquery, Gsap, Gravity Forms, Variti, Jquery Mobile",""
Ossium Health,ossiumhealth.com,Biotechnology Research,"San Francisco, California, United States",51-200,https://www.linkedin.com/company/ossiumhealth,"Ossium Health is a biotechnology company that focuses on improving human health, vitality, and longevity through bioengineering.",privately held,"biotechnology, healthcare, bioengineering, medical research","Google Tag Manager, Weglot, All In One Seo Pack, Php, Wordpress, Mysql, Google Analytics, Jquery, Jquery Migrate, Cloudflare, Gravity Forms, Gsap, Varnish, Twitter Emoji (Twemoji), Revslider, Google Font Api, Apache",""
Uroda Polska,urodapolska.eu,Cosmetics,"Warsaw, Poland",501-1000,https://www.linkedin.com/company/uroda-polska,URODA POLSKA Sp is a beauty and skincare company offering a range of personal care products.,partnership,"beauty, cosmetics, skincare, personal care, wellness","Wordpress, Mysql, Php, Jquery, Google Font Api, Twitter Emoji (Twemoji), Apache, Elementor, Lightbox, Owl Carousel, Underscore.Js, Jquery Migrate, Jquery Ui, Bootstrap",""
EUROBIOTECH,eurobiotech.krakow.pl,Biotechnology Research,Poland,51-200,https://www.linkedin.com/company/eurobiotech,,,,"Perl, Google Analytics, Nginx, Php, Jquery Ui, Jquery, Google Tag Manager, Fancybox, Mediaelement.Js",""
Healthcare Transformers,healthcaretransformers.com,Biotechnology Research,,10001+,https://www.linkedin.com/company/healthcare-transformers,Actionable insights for healthcare executives from Healthcare Transformers; delivering cutting-edge thought leadership on healthcare transformers.,,,"Mysql, Apache, Jquery, Twitter Emoji (Twemoji), Php, Jquery Migrate, Google Tag Manager, Wordpress, Bootstrap, Slick, Jsdelivr, Cloudflare Bot Management, Marketo, W3 Total Cache, Cloudflare, Yoast Seo, Google Analytics, Facebook, Font Awesome",""
Wugen,wugen.com,Biotechnology Research,"St. Louis, Missouri, United States",51-200,https://www.linkedin.com/company/wugen,Wugen is a biotechnology company that specializes in developing immunotherapy solutions for cancer treatment through cell therapy.,privately held,"biotechnology, immunotherapy, cancer treatment, cell therapy","Swiper, Redux Framework, Wp Engine, Http/3, Cloudflare, Ionicons, Bootstrap, Google Analytics, Hotjar, Openssl, Unix, Yoast Seo, Animate.Css, Jquery Ui, Particles.Js, Font Awesome, Mysql, Jquery, Php, Google Font Api, Swiper Slider, Jquery Migrate, Elementor, Wordpress, Apache, Uikit",""
IMol,imol.institute,Biotechnology Research,"Włochy, Poland",201-500,https://www.linkedin.com/company/imol-institute,IMol is an education institute that provides training and professional development services.,educational,"education, training, professional development","Php, Wordpress, Mysql, Apache Http Server, Slick, Jquery, Requirejs, Wix, React, Polyfill, Lodash, Sentry, Webpack",""
CSL,csl.ws,Biotechnology Research,"Melbourne, Australia",10001+,https://www.linkedin.com/company/csl,Computer Services Limited is an IT services company that provides technology solutions and computer services.,public company,"it services, computer services, technology solutions, information technology","Font Awesome, Twitter Emoji (Twemoji), Ubuntu, Elementor, Jquery Migrate, Apache, Mysql, Google Analytics, Wordpress, Hammer.Js, Google Tag Manager, Jquery Ui, Nginx, Recaptcha, Google Font Api, Jquery, Php, Underscore.Js, Swiper Slider",""
Asahi Kasei Bioprocess,ak-bio.com,Biotechnology Research,"Glenview, Illinois, United States",51-200,https://www.linkedin.com/company/asahi-kasei-bioprocess-america,Asahi Kasei Bioprocess is a biotechnology company that specializes in bioprocess technology for bio-manufacturing of biopharmaceuticals.,public company,"bioprocess technology, biotechnology, life sciences, biopharmaceuticals, bio-manufacturing","Php, Red Hat, Apache, Google Analytics",""
AnteAGE,anteage.com,Biotechnology Research,"Irvine, California, United States",51-200,https://www.linkedin.com/company/anteage,AnteAGE is a biotechnology aesthetics company that offers regenerative treatment adjuvants and topical skincare utilizing the power of bone marrow stem growth factors to heal skin at the cellular level.,privately held,"biotechnology, aesthetics, regenerative treatment, topical skincare, bone marrow stem growth factors","Google Analytics, Facebook, Google Tag Manager, Cloudflare, Shopify, Polyfill, Zendesk Chat, Jquery, Flickity, Weglot",""
TRI-K,tri-k.com,Cosmetics,"Denville, New Jersey, United States",51-200,https://www.linkedin.com/company/tri-k,TRI-K Industries is a manufacturer of cosmetics ingredients and personal care products.,privately held,"cosmetics ingredients, personal care products, manufacturing, beauty industry","Yoast Seo, Mysql, Bootstrap, Twitter, Fancybox, Php, Font Awesome, Jquery, Wordpress, Clicky, Twitter Emoji (Twemoji), Typekit, Jquery Ui, Lodash, Nginx, Cloudflare, Google Analytics, Jquery Migrate",""
Applied StemCell,appliedstemcell.com,Biotechnology Research,"Milpitas, California, United States",51-200,https://www.linkedin.com/company/applied-stemcell,"Applied StemCell is a biotechnology company that specializes in stem cell research, cell therapy, and genetic engineering.",privately held,"biotechnology, life sciences, stem cell research, cell therapy, genetic engineering","Hubspot, Yoast Seo, Wordpress, Modernizr, Woocommerce, Cloudflare, Wp Engine, Jquery Ui, Crazy Egg, Centos, Font Awesome, Openssl, Red Hat, Php, Jquery Migrate, Magento, Google Tag Manager, Recaptcha, Apache, Mysql, Requirejs, Jquery, Google Analytics, Lodash, Ubuntu, Bootstrap, Moment.Js, Owl Carousel, Animate.Css",""
Eurofins,eurofins.be,Biotechnology Research,"Luxembourg, Luxembourg",10001+,https://www.linkedin.com/company/eurofins,Eurofins is a laboratory services company that specializes in testing and analysis for the life sciences and biotechnology sectors.,public company,"laboratory services, testing and analysis, life sciences, biotechnology","Amazon Web Services, Amazon Elb, Google Analytics, Jquery, Jquery Ui, Iis, Windows Server, Google Tag Manager, Recaptcha",""
Zenas BioPharma,zenasbio.com,Biotechnology Research,"Waltham, Massachusetts, United States",51-200,https://www.linkedin.com/company/zenas-biopharma,Zenas BioPharma is a biopharmaceutical company that specializes in developing and delivering immune-based therapies with a focus on innovation and global reach.,public company,"biopharmaceutical, immune-based therapies, global, therapeutics, innovative, business development","Google Analytics, Google Tag Manager, Yoast Seo, Recaptcha, Wordpress Super Cache, Revslider, Apache, Nginx, Wp Engine, Fancybox, Http/3, Cloudflare, Google Font Api, Mysql, Wordpress, Php, Jquery",""
Research Instruments,research-instruments.com,Biotechnology Research,"Falmouth, United Kingdom",51-200,https://www.linkedin.com/company/research-instruments,Research Instruments is a company specializing in leading-edge technology and medical devices for the fertility field.,public company,"biomedical technology, medical devices, fertility field, research instruments, biomedical innovation","Google Font Api, Lightbox, Modernizr, Jquery, Google Analytics, Revslider, Wordpress, Nginx, Mysql, Gsap, Google Tag Manager, Php, Google Maps, Handlebars, Moment.Js, Jquery Mobile, Font Awesome, Twitter Emoji (Twemoji), Select2, Bootstrap, Jquery Migrate, Chart.Js",""
Vital Bio,vitalbio.com,Biotechnology Research,"Toronto, Canada",51-200,https://www.linkedin.com/company/vitalbio,Vital Bio is a biotechnology company that focuses on research and development in the life sciences and healthcare industry.,privately held,"biotechnology, life sciences, research and development, healthcare, pharmaceuticals","Nginx, Webflow, Google Tag Manager, Jquery, Lua, Google Analytics, Recaptcha, Openresty",""
ChemImage,chemimage.com,Biotechnology Research,"Pittsburgh, Pennsylvania, United States",51-200,https://www.linkedin.com/company/chemimage-corporation,"ChemImage is a technology company that provides proprietary chemical imaging sensors, algorithms, and analysis software for various industries.",privately held,"chemical imaging, technology, life sciences, medical devices, defense, security","Jquery, Php, Drupal, Google Tag Manager, Cloudflare, Font Awesome, Google Analytics, Hubspot, Matomo",""
Vaxxinity,vaxxinity.com,Biotechnology Research,"Cape Canaveral, Florida, United States",51-200,https://www.linkedin.com/company/vaxxinity,Vaxxinity is a biotechnology company that pioneers a new class of medicines to democratize health.,privately held,"biotechnology, healthcare, pharmaceuticals, medicine, innovation","Jquery Ui, Jquery Migrate, Elementor, Google Font Api, Wp Engine, Gsap, Swiper Slider, Cloudflare, Google Tag Manager, Twitter Emoji (Twemoji), Mysql, Php, Wordpress, Jquery, Yui, Squarespace, Sentry, Modernizr, Google Analytics, Yoast Seo, Mailchimp",""
Amoy Diagnostics,amoydiagnostics.com,Biotechnology Research,China,1001-5000,https://www.linkedin.com/company/amoy-diagnostics,A visionary diagnostic company dedicated to transforming the landscape of cancer care. 'Breaking Barriers to Precision Oncology' reflects our commitment to revolutionizing cancer diagnosis and treatment.,public company,,"Php, Gsap, Jquery, Nginx, Modernizr, Apache, Swiper Slider, Animate.Css, Three.Js",""
Exagen,exagen.com,Biotechnology Research,"Vista, California, United States",51-200,https://www.linkedin.com/company/exageninc,Exagen is a biotechnology company that specializes in medical diagnostics and precision medicine.,public company,"biotechnology, healthcare, medical diagnostics, precision medicine","Wp Engine, Twitter Emoji (Twemoji), Jquery Ui, Google Maps, Gravity Forms, Mediaelement.Js, Jquery, Wordpress, Swiper Slider, Php, Mysql, Nginx, Google Font Api, Jquery Migrate, Typekit, Owl Carousel, Yoast Seo, Lightbox, Font Awesome, Google Analytics, Animate.Css, Google Tag Manager",""
Building Healthcare Capacity,abraxisbio.com,Biotechnology Research,"Los Angeles, California, United States",501-1000,https://www.linkedin.com/company/abraxis-bioscience,Building Healthcare Capacity is a healthcare company that focuses on enhancing healthcare services and infrastructure.,public company,"healthcare, medical services, capacity building, healthcare industry","Yoast Seo, Apache, Appnexus, Php, Wordpress, Wp Rocket, Underscore.Js, Slick, Modernizr, Google Tag Manager, Google Font Api, Google Analytics, Mysql, Zurb Foundation, Select2, Oracle Dynamic Monitoring Service, Adobe Experience Manager, Adobe Dtm, Facebook, Jquery",""
Herbacin,herbacin.com,Cosmetics,Germany,51-200,https://www.linkedin.com/company/herbacin-cosmetic,"Herbacin is a skincare manufacturer that offers a range of hand and skin care creams, shampoos, shower products, bath additives, all infused with organic extracts for sensitive skins.",privately held,"skincare, beauty products, personal care, cosmetics, organic extracts, shower products, bath additives","Plesk, Yoast Seo, Wordpress, Mysql, Livechat, Nginx, Font Awesome, Php, Woocommerce, Sweetalert2, Google Tag Manager, Select2, Google Font Api, Jquery, Jquery Migrate, Jquery Ui, Google Analytics",""
Solaris Biotech,solarisbiotech.com,Biotechnology Research,Italy,51-200,https://www.linkedin.com/company/solaris-biotech-srl,"Solaris Biotech is a manufacturer of bioprocessing equipment specializing in bioreactors, fermentors, and other related systems tailored for the biotechnology, pharmaceutical, and food and beverage industries.",privately held,"bioprocessing equipment, bioreactors, fermentors, tff systems, process tanks, cip/sip systems, biotechnology, pharmaceutical, food and beverage","Google Analytics, Lodash, Jquery, Font Awesome, Joomla, Twitter Emoji (Twemoji), Google Tag Manager, Basekit, Nginx, Hsts, Animate.Css, Php, Yoast Seo, Wordpress, Plesk, Google Font Api, Mysql, Jquery Migrate, Revslider, Modernizr",""
Parse Biosciences,parsebiosciences.com,Biotechnology Research,"Seattle, Washington, United States",51-200,https://www.linkedin.com/company/parse-biosciences,Parse Biosciences is a biotechnology company that specializes in genomics research and development.,privately held,"biotechnology, life sciences, genomics, research and development","Slick, Wp Engine, Handlebars, Bootstrap, Hotjar, Cloudflare, Font Awesome, Google Analytics, Google Font Api, Google Tag Manager, Hubspot, Wordpress, Yoast Seo, Jquery, Jquery Migrate, Php, Mysql, Recaptcha, Wix, React, Polyfill, Lodash",""
Artron Laboratories,artronlab.com,Biotechnology Research,"Burnaby, Canada",51-200,https://www.linkedin.com/company/artron-laboratories-inc,Artron Laboratories is a medical technology company that specializes in in-vitro diagnostic lateral flow tests for disease diagnosis.,privately held,"in-vitro diagnostics, lateral flow tests, disease diagnosis, medical technology","Jquery Ui, Jquery Migrate, Siteground, Select2, Twitter Emoji (Twemoji), Sweetalert2, Swiper Slider, Woocommerce, Google Analytics, Underscore.Js, Google Font Api, Fancybox, Flexslider, Bootstrap, Owl Carousel, Jquery, Apache, Youtube, Google Tag Manager, Wp Rocket, Wpml, Elementor, Wordpress, Mysql, Font Awesome, Php, Nginx",""
CSL,csl.org.au,Biotechnology Research,"Melbourne, Australia",10001+,https://www.linkedin.com/company/csl,CSL is a biotechnology company that specializes in pharmaceuticals and healthcare products with a focus on medical research.,public company,"biotechnology, pharmaceuticals, healthcare, medical research","Facebook, Jquery, Microsoft Word, Apache, Modernizr, Mailchimp, Debian, Google Analytics",""
Leyden Labs,leydenlabs.com,Biotechnology Research,"Amsterdam, Netherlands",51-200,https://www.linkedin.com/company/leydenlabs,Leyden Labs is a biotechnology company that focuses on viral research and develops intranasal products for immediate virus protection.,privately held,"biotechnology, viral research, intranasal products, virus protection","Hsts, Gumroad, Http/3, Apache, Php, Google Tag Manager, Twitter Emoji (Twemoji), Jquery, Jquery Migrate, Google Analytics, Gsap, Wordpress, Yoast Seo, Flickity, Mysql, Mediaelement.Js, Cloudflare",""
Derma Health Institute,dermahealthinstitute.com,Cosmetics,"Phoenix, Arizona, United States",51-200,https://www.linkedin.com/company/derma-health,"Join Our Love Your Skin Newsletter! Sign Up Now & Receive $100 OFF.* Be the first to get the latest info on treatments, products, exclusive offers and e ...",public company,,"Google Tag Manager, Hubspot, Wordpress, Jquery, Mysql, Php, Wp Rocket, Google Analytics, Yoast Seo, Facebook, React, Hotjar, Trackjs, Owl Carousel, Crazy Egg, Swiper Slider, Cloudflare, Matomo, Signal, Nginx, Slick",""
Orano Med,oranomed.com,Biotechnology Research,"Plano, Texas, United States",51-200,https://www.linkedin.com/company/orano-med,Orano Med is a nuclear medicine company that specializes in radiopharmaceuticals and medical isotopes for oncology treatment.,privately held,"nuclear medicine, radiopharmaceuticals, medical isotopes, oncology treatment","Nginx, Sitefinity, Windows Server, Varnish, Iis, Jquery, Microsoft Asp.Net, Google Font Api",""
LABGENOMICS,labgenomics.co.kr,Biotechnology Research,South Korea,201-500,https://www.linkedin.com/company/labgenomics,,public company,,"Php, Iis, Windows Server, Jquery",""
Cytovance Biologics,cytovance.com,Biotechnology Research,"Oklahoma City, Oklahoma, United States",201-500,https://www.linkedin.com/company/cytovance,Cytovance Biologics is a biotechnology company that specializes in biologics manufacturing and offers contract development and manufacturing services.,privately held,"biologics manufacturing, pharmaceuticals, biotechnology, bioprocessing, contract development and manufacturing organization (cdmo)","Php, Cloudflare, Pardot, Zepto, Google Tag Manager, Nginx, Sentry, Webpack, Yui, Sucuri, Squarespace, Modernizr, Typekit, Google Analytics, Hubspot, Matomo",""
Nabriva Therapeutics,nabriva.com,Biotechnology Research,"Dublin, Ireland",51-200,https://www.linkedin.com/company/nabriva-therapeutics,Nabriva Therapeutics is a pharmaceutical company that specializes in medical research and development of antibiotics.,public company,"pharmaceuticals, biotechnology, medical research, antibiotics","Fedora, Apache, Google Analytics, Bootstrap, Google Tag Manager, Windows Server, Iis, Microsoft Asp.Net, Font Awesome, Azure, Modernizr, Jquery, Jquery Cdn, Dnn, Jquery Migrate, Jquery Ui",""
ビーグレン,bglen.us,Cosmetics,"Huntington Beach, California, United States",51-200,https://www.linkedin.com/company/beverly-glen-laboratories-inc,b.glen is a skincare company that offers award-winning Japanese skincare products and utilizes QuSome® technology in its formulations.,privately held,"skincare, beauty industry, japanese skincare, qusome® technology","Google Analytics, Amazon Ec2, Youtube, Facebook, Apache, Php, Amazon Web Services",""
The Hong Kong Institute of Biotechnology Limited,hkib.org.hk,Biotechnology Research,,51-200,https://www.linkedin.com/company/hong-kong-institute-of-biotechnology,The Hong Kong Institute of Biotechnology Limited is a biotechnology company that provides catalyst and essential infrastructure for the development of biotechnology.,non profit,"biotechnology, research, life sciences, healthcare, innovation","Jquery Migrate, Google Font Api, Php, Wordpress, Jquery, Mysql, Apache, Ubuntu, Windows Server, Iis, Azure",""
Providence Therapeutics,providencetherapeutics.com,Biotechnology Research,"Calgary, Canada",51-200,https://www.linkedin.com/company/providence-therapeutics,Providence Therapeutics is a biopharmaceutical company that specializes in vaccine development.,privately held,"pharmaceuticals, biotechnology, healthcare, biopharmaceuticals, vaccines","Google Tag Manager, Webpack, Nginx, Duda, Lightbox, Apache, Joomla, Uikit, Animate.Css, Php, Jquery, Google Font Api, Google Analytics, Recaptcha",""
SOTIO,sotio.com,Biotechnology Research,Czechia,201-500,https://www.linkedin.com/company/sotio,SOTIO Biotech is a biotechnology company that focuses on pharmaceuticals and healthcare through medical research.,privately held,"biotechnology, pharmaceuticals, healthcare, medical research","Php, Videojs, Jquery, Nginx, Nette Framework, Slick, Google Analytics, Google Tag Manager",""
Breakthrough Medicines,breakthroughmedicines.com,Biotechnology Research,"King of Prussia, Pennsylvania, United States",201-500,https://www.linkedin.com/company/center-for-breakthrough-medicines,Explore our industry-leading gene & cell therapy capabilities & see how CBM is saving lives through innovative CDMO services. Contact our experts today:,privately held,,"Twitter Emoji (Twemoji), Hotjar, Hubspot, Matomo, Yoast Seo, Jquery, Wordpress, Google Tag Manager, Mysql, Apache, Google Analytics, Google Font Api, Php, Revslider, Slick, Animate.Css",""
Kura Oncology,kuraoncology.com,Biotechnology Research,"San Diego, California, United States",51-200,https://www.linkedin.com/company/kura-oncology-inc-,Kura Oncology is a biotechnology company that focuses on developing innovative therapies for cancer treatment.,public company,"biotechnology, pharmaceuticals, oncology, drug development, clinical trials","Kinsta, Jquery Migrate, Underscore.Js, Http/3, Jsdelivr, Peek, Chart.Js, Locomotive Scroll, Recurly, Verisign, All In One Seo Pack, Tally, Google Analytics, Flywheel, Mediaelement.Js, Lightbox, Jquery Ui, Cloudflare, Twitter Emoji (Twemoji), Php, Font Awesome, Google Font Api, Wordpress, Mysql, Google Tag Manager, Jquery, Slick",""
Hiland Beauty,hilandbeauty.com,Cosmetics,"Tehran, Iran",51-200,https://www.linkedin.com/company/hiland-beauty,Hiland Beauty is a beauty boutique that offers a unique retail concept focusing on beauty products.,privately held,"beauty industry, beauty products, beauty boutique, retail concept","Google Tag Manager, Cloudflare",""
COSRX,cosrx.com,Cosmetics,"Seoul, South Korea",51-200,https://www.linkedin.com/company/cosrx,COSRX has studied people's skin types and their needs Since 2013 with Skin-friendly ingredients that alleviate irritated skin. We want to provide a better tomorrow for our customers.,privately held,,"Shopify, Cloudflare, Google Analytics Enhanced Ecommerce, Trackjs, Swiper Slider, Select2, Jquery, Google Analytics, Facebook, Google Tag Manager, Modernizr",""
Edwards Group,edwardsco.com.au,Biotechnology Research,"Narellan, Australia",51-200,https://www.linkedin.com/company/edwards-group-pty-ltd,"Edwards Group is a supplier of laboratory consumables, microbiological media, surgical and laboratory instrumentation, and associated products and services.",public company,"laboratory supplies, medical equipment, healthcare products, life science, pathology, microbiological media","Font Awesome, Bootstrap, Tally, Apache Http Server, Google Font Api, Jquery, Apache, Cloudflare",""
